cpsnj01@@@aac2p@@@contig_78592_polypolish	contig_78592_polypolish	100.000	552	0	0	1	552	1695	1144	0.0	1020
cpsnj01@@@aac2p@@@contig_2547_polypolish	contig_2547_polypolish	100.000	528	0	0	1	528	248385	247858	0.0	976
cpsnj01@@@aac2p@@@contig_76727_polypolish	contig_76727_polypolish	100.000	576	0	0	1	576	89202	89777	0.0	1064
cpsnj01@@@aac2p@@@contig_76727_polypolish	contig_62477_polypolish	100.000	28	0	0	69	96	121113	121086	2.17e-04	52.8
cpsnj01@@@aac2p@@@contig_11054_polypolish	contig_11054_polypolish	100.000	546	0	0	1	546	156146	155601	0.0	1009
cpsnj01@@@aac2p@@@contig_68468_polypolish	contig_68468_polypolish	100.000	540	0	0	1	540	43814	44353	0.0	998
cpsnj01@@@aac2p@@@contig_68468_polypolish	contig_39142_polypolish	100.000	29	0	0	31	59	11960	11988	5.63e-05	54.7
cpsnj01@@@aac2p@@@contig_51681_polypolish	contig_51681_polypolish	100.000	606	0	0	1	606	32832	32227	0.0	1120
cpsnj01@@@aac2p@@@contig_62832_polypolish	contig_62832_polypolish	100.000	537	0	0	1	537	5444	5980	0.0	992
cpsnj01@@@aac2p@@@contig_6138_polypolish	contig_6138_polypolish	100.000	528	0	0	1	528	533425	532898	0.0	976
cpsnj01@@@aac2p@@@contig_67575_polypolish	contig_67575_polypolish	100.000	594	0	0	1	594	1531	2124	0.0	1098
cpsnj01@@@aac2p@@@contig_26539_polypolish	contig_26539_polypolish	100.000	546	0	0	1	546	55212	54667	0.0	1009
cpsnj01@@@aac2p@@@contig_16897_polypolish	contig_16897_polypolish	100.000	540	0	0	1	540	55111	55650	0.0	998
cpsnj01@@@aac2p@@@contig_10654_polypolish	contig_10654_polypolish	100.000	537	0	0	1	537	80626	81162	0.0	992
cpsnj01@@@aac2p@@@contig_3893_polypolish	contig_3893_polypolish	100.000	558	0	0	1	558	31582	32139	0.0	1031
cpsnj01@@@aac2p@@@contig_19119_polypolish	contig_19119_polypolish	100.000	567	0	0	1	567	910047	909481	0.0	1048
cpsnj01@@@aac2p@@@contig_50188_polypolish	contig_50188_polypolish	100.000	537	0	0	1	537	112185	111649	0.0	992
cpsnj01@@@aac2p@@@contig_3172_polypolish	contig_3172_polypolish	100.000	531	0	0	1	531	176181	176711	0.0	981
cpsnj01@@@aac2p@@@contig_55636_polypolish	contig_55636_polypolish	100.000	528	0	0	1	528	3960	4487	0.0	976
cpsnj01@@@aac2p@@@contig_16906_polypolish	contig_16906_polypolish	100.000	555	0	0	1	555	7890	7336	0.0	1026
cpsnj01@@@aac2p@@@contig_21598_polypolish	contig_21598_polypolish	100.000	534	0	0	1	534	13496	12963	0.0	987
cpsnj01@@@aac3_1@@@contig_407_polypolish	contig_407_polypolish	100.000	456	0	0	1	456	239882	239427	0.0	843
cpsnj01@@@aac3_1@@@contig_6909_polypolish	contig_6909_polypolish	100.000	462	0	0	1	462	54643	55104	0.0	854
cpsnj01@@@aac3_1@@@contig_66424_polypolish	contig_66424_polypolish	100.000	456	0	0	1	456	11097	11552	0.0	843
cpsnj01@@@aac3_1@@@contig_66424_polypolish	contig_32730_polypolish	98.465	456	7	0	1	456	108739	108284	0.0	804
cpsnj01@@@aac3_1@@@contig_66424_polypolish	contig_9464_polypolish	98.026	456	9	0	1	456	26277	26732	0.0	793
cpsnj01@@@aac3_1@@@contig_36345_polypolish	contig_36345_polypolish	100.000	462	0	0	1	462	24291	24752	0.0	854
cpsnj01@@@aac3_1@@@contig_40808_polypolish	contig_40808_polypolish	100.000	489	0	0	1	489	17536	17048	0.0	904
cpsnj01@@@aac3_1@@@contig_16504_polypolish	contig_16504_polypolish	100.000	456	0	0	1	456	21891	22346	0.0	843
cpsnj01@@@aac3_1@@@contig_10550_polypolish	contig_10550_polypolish	100.000	450	0	0	1	450	34874	34425	0.0	832
cpsnj01@@@aac3_1@@@contig_2975_polypolish	contig_2975_polypolish	100.000	447	0	0	1	447	73599	73153	0.0	826
cpsnj01@@@aac3_1@@@contig_71212_polypolish	contig_71212_polypolish	100.000	432	0	0	1	432	21114	21545	0.0	798
cpsnj01@@@aac3_1@@@contig_11893_polypolish	contig_11893_polypolish	100.000	453	0	0	1	453	27063	27515	0.0	837
cpsnj01@@@aac3_1@@@contig_4068_polypolish	contig_4068_polypolish	100.000	456	0	0	1	456	47029	46574	0.0	843
cpsnj01@@@aac3_1@@@contig_74880_polypolish	contig_74880_polypolish	100.000	456	0	0	1	456	5092	4637	0.0	843
cpsnj01@@@aac3_1@@@contig_11958_polypolish	contig_11958_polypolish	100.000	450	0	0	1	450	32799	33248	0.0	832
cpsnj01@@@aac3_1@@@contig_18374_polypolish	contig_18374_polypolish	100.000	426	0	0	1	426	13544	13969	0.0	787
cpsnj01@@@aac3_1@@@contig_14561_polypolish	contig_14561_polypolish	100.000	456	0	0	1	456	13935	13480	0.0	843
cpsnj01@@@aac3_1@@@contig_68169_polypolish	contig_68169_polypolish	100.000	501	0	0	1	501	26550	27050	0.0	926
cpsnj01@@@aac3_1@@@contig_6213_polypolish	contig_6213_polypolish	100.000	420	0	0	1	420	18436	18017	0.0	776
cpsnj01@@@aac3_1@@@contig_46246_polypolish	contig_46246_polypolish	100.000	474	0	0	1	474	25997	25524	0.0	876
