cpsnj01_SemiBin_0	2	2	1
cpsnj01_SemiBin_10	1	1	1
cpsnj01_SemiBin_110	0	0	0
cpsnj01_SemiBin_112	1	1	0
cpsnj01_SemiBin_115	2	1	1
cpsnj01_SemiBin_118	1	1	1
cpsnj01_SemiBin_11	1	1	1
cpsnj01_SemiBin_1216	0	0	0
cpsnj01_SemiBin_1234	2	1	1
cpsnj01_SemiBin_123	1	1	1
cpsnj01_SemiBin_124	1	1	1
cpsnj01_SemiBin_1263	0	0	0
cpsnj01_SemiBin_127	0	0	0
cpsnj01_SemiBin_12	1	1	1
cpsnj01_SemiBin_146	0	0	0
cpsnj01_SemiBin_14	1	1	1
cpsnj01_SemiBin_156	0	0	0
cpsnj01_SemiBin_15	1	1	1
cpsnj01_SemiBin_16	2	2	1
cpsnj01_SemiBin_17	0	0	0
cpsnj01_SemiBin_18	2	2	2
cpsnj01_SemiBin_19	0	0	0
cpsnj01_SemiBin_1	2	2	2
cpsnj01_SemiBin_208	0	0	0
cpsnj01_SemiBin_20	0	0	0
cpsnj01_SemiBin_21	0	1	1
cpsnj01_SemiBin_22	2	2	3
cpsnj01_SemiBin_23	0	0	0
cpsnj01_SemiBin_24	0	0	0
cpsnj01_SemiBin_25	1	1	1
cpsnj01_SemiBin_26	1	1	1
cpsnj01_SemiBin_275	2	2	2
cpsnj01_SemiBin_286	1	1	1
cpsnj01_SemiBin_28	0	0	0
cpsnj01_SemiBin_29	0	0	0
cpsnj01_SemiBin_2	1	1	1
cpsnj01_SemiBin_30	3	3	2
cpsnj01_SemiBin_32	1	1	1
cpsnj01_SemiBin_34	1	1	1
cpsnj01_SemiBin_35	0	0	0
cpsnj01_SemiBin_37	1	1	1
cpsnj01_SemiBin_38	1	1	1
cpsnj01_SemiBin_399	1	1	1
cpsnj01_SemiBin_39	1	1	1
cpsnj01_SemiBin_409	1	1	1
cpsnj01_SemiBin_40	1	1	1
cpsnj01_SemiBin_42	0	0	0
cpsnj01_SemiBin_43	0	0	0
cpsnj01_SemiBin_45	3	3	0
cpsnj01_SemiBin_47	1	1	1
cpsnj01_SemiBin_48	1	1	1
cpsnj01_SemiBin_49	1	1	1
cpsnj01_SemiBin_4	1	1	1
cpsnj01_SemiBin_51	1	1	1
cpsnj01_SemiBin_52	1	1	1
cpsnj01_SemiBin_54	0	0	0
cpsnj01_SemiBin_56	0	0	0
cpsnj01_SemiBin_57	2	2	1
cpsnj01_SemiBin_59	1	1	1
cpsnj01_SemiBin_5	1	1	1
cpsnj01_SemiBin_61	0	0	0
cpsnj01_SemiBin_62	2	2	2
cpsnj01_SemiBin_63	1	0	0
cpsnj01_SemiBin_64	1	1	1
cpsnj01_SemiBin_65	1	1	1
cpsnj01_SemiBin_66	1	1	1
cpsnj01_SemiBin_6	1	1	1
cpsnj01_SemiBin_71	1	1	1
cpsnj01_SemiBin_73	0	0	0
cpsnj01_SemiBin_77	0	0	0
cpsnj01_SemiBin_7	1	1	1
cpsnj01_SemiBin_82	1	1	0
cpsnj01_SemiBin_83	1	1	1
cpsnj01_SemiBin_85	2	2	1
cpsnj01_SemiBin_87	0	0	0
cpsnj01_SemiBin_8	1	1	1
cpsnj01_SemiBin_90	0	0	0
cpsnj01_SemiBin_92	0	0	0
cpsnj01_SemiBin_95	1	1	1
cpsnj01_SemiBin_9	2	2	2
cpsnj02_SemiBin_0	1	1	1
cpsnj02_SemiBin_102	1	1	0
cpsnj02_SemiBin_104	0	0	0
cpsnj02_SemiBin_106	0	0	0
cpsnj02_SemiBin_107	0	0	0
cpsnj02_SemiBin_109	1	1	1
cpsnj02_SemiBin_10	1	1	1
cpsnj02_SemiBin_111	1	1	1
cpsnj02_SemiBin_112	1	1	1
cpsnj02_SemiBin_11	1	1	1
cpsnj02_SemiBin_126	1	1	1
cpsnj02_SemiBin_12	1	1	1
cpsnj02_SemiBin_132	0	0	0
cpsnj02_SemiBin_135	0	0	0
cpsnj02_SemiBin_137	1	1	1
cpsnj02_SemiBin_138	0	0	0
cpsnj02_SemiBin_13	1	1	1
cpsnj02_SemiBin_146	1	1	1
cpsnj02_SemiBin_14	1	1	1
cpsnj02_SemiBin_159	1	1	1
cpsnj02_SemiBin_15	1	1	1
cpsnj02_SemiBin_1617	0	1	1
cpsnj02_SemiBin_1629	0	0	0
cpsnj02_SemiBin_165	3	3	3
cpsnj02_SemiBin_1670	0	0	0
cpsnj02_SemiBin_16	1	1	2
cpsnj02_SemiBin_1731	2	3	3
cpsnj02_SemiBin_17	1	1	1
cpsnj02_SemiBin_18	1	1	1
cpsnj02_SemiBin_1	1	1	1
cpsnj02_SemiBin_206	2	2	1
cpsnj02_SemiBin_20	1	1	1
cpsnj02_SemiBin_213	0	0	0
cpsnj02_SemiBin_21	1	1	1
cpsnj02_SemiBin_22	1	1	1
cpsnj02_SemiBin_23	1	1	1
cpsnj02_SemiBin_24	7	7	7
cpsnj02_SemiBin_256	0	0	0
cpsnj02_SemiBin_25	1	1	1
cpsnj02_SemiBin_26	0	0	0
cpsnj02_SemiBin_27	2	2	2
cpsnj02_SemiBin_28	1	1	1
cpsnj02_SemiBin_29	1	1	1
cpsnj02_SemiBin_2	1	1	1
cpsnj02_SemiBin_30	0	0	0
cpsnj02_SemiBin_31	1	1	1
cpsnj02_SemiBin_33	0	0	0
cpsnj02_SemiBin_34	3	3	2
cpsnj02_SemiBin_35	0	0	0
cpsnj02_SemiBin_36	0	0	0
cpsnj02_SemiBin_37	1	1	1
cpsnj02_SemiBin_38	0	0	0
cpsnj02_SemiBin_39	0	0	0
cpsnj02_SemiBin_3	1	1	1
cpsnj02_SemiBin_40	3	3	3
cpsnj02_SemiBin_42	1	1	1
cpsnj02_SemiBin_43	1	1	1
cpsnj02_SemiBin_44	0	0	0
cpsnj02_SemiBin_45	2	2	2
cpsnj02_SemiBin_46	1	1	1
cpsnj02_SemiBin_47	1	1	1
cpsnj02_SemiBin_4	1	1	1
cpsnj02_SemiBin_54	0	0	0
cpsnj02_SemiBin_55	1	1	1
cpsnj02_SemiBin_56	3	2	2
cpsnj02_SemiBin_59	0	0	0
cpsnj02_SemiBin_5	1	1	1
cpsnj02_SemiBin_60	0	0	0
cpsnj02_SemiBin_61	0	0	0
cpsnj02_SemiBin_638	1	1	1
cpsnj02_SemiBin_63	1	1	1
cpsnj02_SemiBin_64	1	1	1
cpsnj02_SemiBin_66	0	0	0
cpsnj02_SemiBin_68	2	1	1
cpsnj02_SemiBin_69	1	0	0
cpsnj02_SemiBin_71	1	1	1
cpsnj02_SemiBin_74	2	2	2
cpsnj02_SemiBin_76	1	1	1
cpsnj02_SemiBin_78	1	1	1
cpsnj02_SemiBin_7	2	2	2
cpsnj02_SemiBin_80	0	0	0
cpsnj02_SemiBin_81	0	0	0
cpsnj02_SemiBin_88	0	0	0
cpsnj02_SemiBin_8	1	1	1
cpsnj02_SemiBin_94	1	1	1
cpsnj02_SemiBin_97	1	1	0
cpsnj02_SemiBin_99	2	1	1
cpsnj02_SemiBin_9	2	2	1
cpsnj03_SemiBin_0	1	1	1
cpsnj03_SemiBin_100	1	2	2
cpsnj03_SemiBin_101	0	0	0
cpsnj03_SemiBin_103	1	1	1
cpsnj03_SemiBin_104	1	1	1
cpsnj03_SemiBin_105	0	0	0
cpsnj03_SemiBin_106	1	1	1
cpsnj03_SemiBin_107	0	0	0
cpsnj03_SemiBin_108	1	1	1
cpsnj03_SemiBin_10	1	1	1
cpsnj03_SemiBin_110	0	0	0
cpsnj03_SemiBin_111	0	0	0
cpsnj03_SemiBin_113	1	1	1
cpsnj03_SemiBin_114	2	2	2
cpsnj03_SemiBin_116	1	1	1
cpsnj03_SemiBin_118	0	0	0
cpsnj03_SemiBin_11	2	2	2
cpsnj03_SemiBin_125	0	0	0
cpsnj03_SemiBin_127	0	0	0
cpsnj03_SemiBin_12	1	1	1
cpsnj03_SemiBin_132	1	1	1
cpsnj03_SemiBin_135	0	0	0
cpsnj03_SemiBin_13	1	1	1
cpsnj03_SemiBin_142	1	1	1
cpsnj03_SemiBin_144	1	1	1
cpsnj03_SemiBin_1482	0	0	0
cpsnj03_SemiBin_1483	1	0	0
cpsnj03_SemiBin_1486	1	1	0
cpsnj03_SemiBin_1491	1	1	1
cpsnj03_SemiBin_1493	0	0	0
cpsnj03_SemiBin_14	1	1	1
cpsnj03_SemiBin_153	1	1	1
cpsnj03_SemiBin_154	1	1	1
cpsnj03_SemiBin_15	1	1	1
cpsnj03_SemiBin_165	0	0	0
cpsnj03_SemiBin_166	1	1	1
cpsnj03_SemiBin_16	1	1	1
cpsnj03_SemiBin_17	2	2	2
cpsnj03_SemiBin_180	0	0	0
cpsnj03_SemiBin_189	2	2	2
cpsnj03_SemiBin_18	1	1	1
cpsnj03_SemiBin_191	2	2	2
cpsnj03_SemiBin_192	1	1	1
cpsnj03_SemiBin_19	1	0	0
cpsnj03_SemiBin_1	1	1	1
cpsnj03_SemiBin_200	1	1	1
cpsnj03_SemiBin_201	1	1	1
cpsnj03_SemiBin_205	0	0	0
cpsnj03_SemiBin_20	1	1	1
cpsnj03_SemiBin_210	1	1	1
cpsnj03_SemiBin_216	0	0	0
cpsnj03_SemiBin_217	1	1	1
cpsnj03_SemiBin_21	1	1	1
cpsnj03_SemiBin_22	1	1	1
cpsnj03_SemiBin_237	0	0	0
cpsnj03_SemiBin_23	1	1	1
cpsnj03_SemiBin_25	1	1	1
cpsnj03_SemiBin_264	1	1	1
cpsnj03_SemiBin_26	0	0	0
cpsnj03_SemiBin_27	1	1	1
cpsnj03_SemiBin_283	2	2	1
cpsnj03_SemiBin_28	1	1	1
cpsnj03_SemiBin_29	1	1	1
cpsnj03_SemiBin_2	1	1	1
cpsnj03_SemiBin_30	1	1	1
cpsnj03_SemiBin_31	1	1	1
cpsnj03_SemiBin_32	0	0	0
cpsnj03_SemiBin_33	1	1	1
cpsnj03_SemiBin_34	0	0	1
cpsnj03_SemiBin_35	1	1	1
cpsnj03_SemiBin_36	1	1	1
cpsnj03_SemiBin_37	1	1	1
cpsnj03_SemiBin_38	0	0	0
cpsnj03_SemiBin_39	0	0	0
cpsnj03_SemiBin_3	1	1	1
cpsnj03_SemiBin_40	1	1	1
cpsnj03_SemiBin_41	2	2	1
cpsnj03_SemiBin_42	2	2	2
cpsnj03_SemiBin_43	1	1	1
cpsnj03_SemiBin_44	1	1	1
cpsnj03_SemiBin_45	1	1	1
cpsnj03_SemiBin_46	0	0	0
cpsnj03_SemiBin_47	0	0	0
cpsnj03_SemiBin_48	0	0	0
cpsnj03_SemiBin_49	1	1	2
cpsnj03_SemiBin_4	1	1	1
cpsnj03_SemiBin_50	1	1	1
cpsnj03_SemiBin_51	1	1	1
cpsnj03_SemiBin_52	1	1	1
cpsnj03_SemiBin_53	1	1	1
cpsnj03_SemiBin_54	0	0	0
cpsnj03_SemiBin_55	0	0	0
cpsnj03_SemiBin_56	1	1	1
cpsnj03_SemiBin_57	1	1	1
cpsnj03_SemiBin_58	2	1	1
cpsnj03_SemiBin_59	0	0	0
cpsnj03_SemiBin_5	2	2	2
cpsnj03_SemiBin_60	1	1	1
cpsnj03_SemiBin_61	1	1	0
cpsnj03_SemiBin_62	1	1	0
cpsnj03_SemiBin_63	1	1	1
cpsnj03_SemiBin_641	1	1	1
cpsnj03_SemiBin_64	1	1	1
cpsnj03_SemiBin_65	1	1	1
cpsnj03_SemiBin_66	2	2	2
cpsnj03_SemiBin_67	1	1	1
cpsnj03_SemiBin_68	1	1	1
cpsnj03_SemiBin_69	1	1	1
cpsnj03_SemiBin_6	1	1	1
cpsnj03_SemiBin_70	0	0	0
cpsnj03_SemiBin_71	0	1	1
cpsnj03_SemiBin_72	2	2	1
cpsnj03_SemiBin_74	0	0	0
cpsnj03_SemiBin_75	3	3	3
cpsnj03_SemiBin_778	0	0	0
cpsnj03_SemiBin_77	1	0	0
cpsnj03_SemiBin_78	1	1	1
cpsnj03_SemiBin_792	0	0	0
cpsnj03_SemiBin_79	0	0	0
cpsnj03_SemiBin_7	1	1	1
cpsnj03_SemiBin_80	1	1	1
cpsnj03_SemiBin_81	2	2	2
cpsnj03_SemiBin_82	1	1	1
cpsnj03_SemiBin_83	1	1	1
cpsnj03_SemiBin_84	0	0	0
cpsnj03_SemiBin_85	1	1	1
cpsnj03_SemiBin_88	3	3	2
cpsnj03_SemiBin_8	1	1	1
cpsnj03_SemiBin_91	2	2	1
cpsnj03_SemiBin_93	0	0	0
cpsnj03_SemiBin_94	1	1	1
cpsnj03_SemiBin_99	0	0	0
cpsnj03_SemiBin_9	1	1	1
cpsnj04_SemiBin_0	1	1	1
cpsnj04_SemiBin_100	1	2	1
cpsnj04_SemiBin_101	1	1	1
cpsnj04_SemiBin_102	1	1	1
cpsnj04_SemiBin_104	2	1	1
cpsnj04_SemiBin_105	1	1	1
cpsnj04_SemiBin_106	0	0	0
cpsnj04_SemiBin_1080	2	2	2
cpsnj04_SemiBin_108	1	1	1
cpsnj04_SemiBin_10	1	1	1
cpsnj04_SemiBin_110	0	0	0
cpsnj04_SemiBin_111	1	1	1
cpsnj04_SemiBin_112	1	1	1
cpsnj04_SemiBin_113	0	0	0
cpsnj04_SemiBin_118	1	1	0
cpsnj04_SemiBin_119	1	1	1
cpsnj04_SemiBin_11	1	1	1
cpsnj04_SemiBin_121	0	0	0
cpsnj04_SemiBin_122	0	0	0
cpsnj04_SemiBin_125	1	1	1
cpsnj04_SemiBin_126	0	0	0
cpsnj04_SemiBin_128	1	1	1
cpsnj04_SemiBin_129	0	0	0
cpsnj04_SemiBin_12	1	1	1
cpsnj04_SemiBin_131	1	1	1
cpsnj04_SemiBin_135	0	0	0
cpsnj04_SemiBin_136	1	1	1
cpsnj04_SemiBin_137	1	1	1
cpsnj04_SemiBin_138	0	0	0
cpsnj04_SemiBin_139	1	1	0
cpsnj04_SemiBin_13	1	1	1
cpsnj04_SemiBin_141	1	1	1
cpsnj04_SemiBin_143	0	0	0
cpsnj04_SemiBin_144	0	0	0
cpsnj04_SemiBin_145	1	1	1
cpsnj04_SemiBin_149	0	0	0
cpsnj04_SemiBin_14	1	1	1
cpsnj04_SemiBin_150	1	1	1
cpsnj04_SemiBin_158	2	2	1
cpsnj04_SemiBin_15	1	1	1
cpsnj04_SemiBin_163	0	0	0
cpsnj04_SemiBin_164	1	1	1
cpsnj04_SemiBin_168	1	1	1
cpsnj04_SemiBin_16	1	1	1
cpsnj04_SemiBin_170	1	1	1
cpsnj04_SemiBin_175	0	0	0
cpsnj04_SemiBin_177	1	1	1
cpsnj04_SemiBin_17	1	1	1
cpsnj04_SemiBin_189	1	1	1
cpsnj04_SemiBin_18	1	1	1
cpsnj04_SemiBin_19	1	1	1
cpsnj04_SemiBin_1	3	3	3
cpsnj04_SemiBin_200	1	1	1
cpsnj04_SemiBin_20	1	1	1
cpsnj04_SemiBin_210	0	0	0
cpsnj04_SemiBin_21	1	1	0
cpsnj04_SemiBin_222	0	1	1
cpsnj04_SemiBin_2241	0	0	0
cpsnj04_SemiBin_2289	0	0	0
cpsnj04_SemiBin_228	1	1	1
cpsnj04_SemiBin_22	1	1	1
cpsnj04_SemiBin_23	1	1	1
cpsnj04_SemiBin_24	1	1	1
cpsnj04_SemiBin_250	0	0	0
cpsnj04_SemiBin_25	1	1	1
cpsnj04_SemiBin_260	0	0	0
cpsnj04_SemiBin_26	0	0	0
cpsnj04_SemiBin_278	0	0	0
